atleta_id,apelido,posicao_id,clube_id,entrou_em_campo,rodada_id,CA,DS,FC,FF,FD,FS,I,SG,A,G,DE,GS,V,PS,FT,PP,DP,CV,PC,GC,pontuacao
86711,Richard Coelho,4,283,True,3,,3.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,5.4
86757,Everton,5,262,True,3,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,3.6
86777,Danilo Barbosa,4,263,True,3,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,9.4
86799,Rodrigo Pinho,5,294,True,3,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,4.5
86859,José Welison,4,356,True,3,,,1.0,,,,,,,,,,,,,,,,,,-0.3
86864,Marlon,2,327,True,3,,,,,,2.0,,,1.0,,,,,,,,,,,,6.0
86970,Eduardo Bauermann,3,277,True,3,,1.0,2.0,1.0,,,,,,1.0,,,,,,,,1.0,,,6.4
87008,Léo Jardim,1,267,True,3,,,,,,,,,,,5.0,1.0,,,,,,,,,4.0
87009,Nathan,4,284,True,3,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,3.0
87098,Matheus Peixoto,5,290,True,3,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,0.9
87242,Carlos de Pena,4,285,True,3,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,7.9
87258,Soteldo,5,277,True,3,,,1.0,,,6.0,,,1.0,,,,,,,,,,,,7.7
87342,Kannemann,3,284,True,3,1.0,3.0,2.0,,,1.0,,,,,,,,,,,,,,,2.5
87402,Messias,3,277,True,3,,2.0,,,,,,,,,,,,,,,,,,,2.4
87470,Thaciano,4,265,True,3,,,2.0,1.0,,3.0,,,,1.0,,,,,,,,,,,9.7
87552,Vitor Bueno,4,293,True,3,,1.0,,1.0,,3.0,1.0,,1.0,,,,,,,,,,,,8.4
87742,Neto Moura,4,283,True,3,,,,1.0,,,,,,,,,,,,,,,,,0.8
87747,Yago Felipe,4,265,True,3,,2.0,1.0,,,,,,,,,,,,,,,,,,2.1
87808,Philipe Sampaio,3,263,True,3,,,,,,,,,,,,,,,,,,,,,0.0
87853,Mauricio Lemos,3,282,True,3,1.0,,3.0,,1.0,,,,,,,,,,,,,,,,-0.7
88033,Alan Empereur,3,1371,True,3,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,2.5
88037,Luís Castro,6,263,True,3,,,,,,,,,,,,,1.0,,,,,,,,6.72
88323,Ángel Romero,5,264,True,3,,,1.0,,,1.0,,,,,,,,,,,,,,,0.2
88393,Ayrton Lucas,2,262,True,3,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,2.9
88423,Aderlan,2,280,True,3,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,-2.1
89226,Iago Maidana,3,327,True,3,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.7
89275,William,2,283,True,3,,4.0,1.0,1.0,,2.0,,1.0,,,,,,,,,,,,,11.3
89637,Thiago Maia,4,262,True,3,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,,,,1.0
89846,Cristaldo,4,284,True,3,,,,,,3.0,,,,,,,,,,,,,,,1.5
89883,Dodi,4,277,True,3,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,1.1
89898,Róger Guedes,5,264,True,3,1.0,1.0,1.0,1.0,,8.0,,,,,,,,,,,,,,,4.7
89918,Everton Galdino,5,284,True,3,,2.0,,,,,,,,1.0,,,,,,,,,,,10.4
90031,Mendoza,5,277,True,3,,4.0,1.0,1.0,,3.0,,,1.0,1.0,,,,1.0,,,,,,,20.8
90061,Bruno Pacheco,2,356,True,3,,3.0,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,9.3
90232,Raí Ramos,2,276,True,3,,1.0,,2.0,,,,,,,,,,,,,,,,,2.8
90285,Bruno Henrique,5,262,True,3,,1.0,,,,,,,,,,,,,,,,,,,1.2
90449,Rezende,4,265,True,3,,1.0,1.0,,,,,,,,,,,,,,,,,,0.9
90540,Diego Gonçalves,5,290,True,3,,,1.0,,,1.0,,,,,,,,,,,,,,,0.2
90768,Fabrício Bruno,3,262,True,3,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,5.9
91151,Everaldo,5,327,True,3,1.0,3.0,,,,6.0,,,,1.0,,,,,,,,,,,13.6
91190,PK,2,1371,True,3,,,4.0,,,,,,,,,,,,,,,1.0,,,-4.2
91203,Éder,3,327,True,3,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,-0.4
91260,Lucas Perri,1,263,True,3,,,,,,,,,,,11.0,2.0,,,,,,,,,9.0
91607,Rony,5,275,True,3,,,,,,,,,,,,,,,,,,,,,0.0
91664,Adryelson,3,263,True,3,,1.0,,,,,,,,,,,,,,,,,,,1.2
91689,Matheus Jussa,4,283,True,3,,,,,,,,,,,,,,,,,,,,,0.0
91706,Marlon,2,283,True,3,,9.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,16.0
91708,Nino,3,266,True,3,,,1.0,,,,,,,,,,,,,,,,,,-0.3
91772,David Duarte,3,265,True,3,,,,,,2.0,,1.0,,,,,,,,,,,,,6.0
91866,Zé Ivaldo,3,293,True,3,,,2.0,,,,,,,,,,,,,,,,,,-0.6
91908,Pavón,5,282,True,3,,2.0,1.0,,,,,,,,,,,,,,,,,,2.1
92273,Odair Hellmann,6,277,True,3,,,,,,,,,,,,,1.0,,,,,,,,6.54
92291,Bruno Viana,3,294,True,3,,3.0,,,,,,,,,,,,,,,,,,,3.6
92708,Deyverson,5,1371,True,3,1.0,,3.0,,1.0,3.0,1.0,,,,,,,,1.0,,,,,,3.7
92811,Bruno Rodrigues,5,283,True,3,,1.0,,2.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,,13.4
93108,Mateus Vital,4,283,True,3,,1.0,,,,3.0,,,1.0,,,,,,,,,,,,7.7
93550,Benítez,4,327,True,3,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,1.6
93702,Gabriel Inocêncio,2,277,True,3,,1.0,3.0,,1.0,,,,,,,,,,,,,,,,1.5
93787,Andrey,4,294,True,3,,,,,,,,,,,,,,,,,,,,,0.0
93790,Marlon Freitas,4,263,True,3,,,,,,,,,,,,,,,,,,,,,0.0
93882,Cleiton,1,280,False,3,,,,,,,,,,,,,,,,,,1.0,,,-3.0
93886,Matheusinho,4,327,True,3,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,4.2
94044,John Victor,1,285,True,3,,,,,,,,1.0,,,2.0,,,,,,,,,,7.0
94067,Matheus Fernandes,4,280,True,3,,4.0,,,,1.0,,,,,,,,,,,,,,,5.3
94154,Maycon,4,264,True,3,,1.0,,,,,1.0,,,,,,,,,,,,,,1.1
94207,Guilherme,5,356,True,3,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,4.1
94509,Raphael Veiga,4,275,True,3,,,2.0,,1.0,3.0,,,1.0,1.0,,,,,,,,,,,15.1
94583,Pedro,5,262,True,3,,1.0,,,2.0,,,,,,,,,,,,,,,,3.6
94845,Battaglia,4,282,True,3,,1.0,1.0,,,,,,,,,,,,,,,,,,0.9
94853,Eduardo Coudet,6,282,True,3,,,,,,,,,,,,,1.0,,,,,,,,5.25
94968,Juninho Capixaba,2,280,True,3,,,2.0,,1.0,2.0,,,,,,,,,,,,,,,1.6
95556,Raniele,4,1371,True,3,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,-0.4
95799,Artur,5,275,True,3,,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,6.2
96089,Machado,4,283,True,3,,,,,,1.0,,,1.0,,,,,,,,,,,,5.5
96340,Lima,4,266,True,3,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,3.1
96678,Bustos,2,285,True,3,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,7.1
96725,Saravia,2,282,True,3,,3.0,1.0,,,2.0,,,,,,,,,,,,,,,4.3
97468,Marçal,2,263,True,3,,1.0,,,,2.0,,,,,,,,,,,,,,,2.2
97653,Murilo,3,275,True,3,,2.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,10.6
97768,Reynaldo,3,283,True,3,,,,,,,,1.0,,,,,,,,,,,,,5.0
97899,Matheus Bahia,2,265,True,3,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,4.9
97900,Vitão,3,285,True,3,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,7.4
98022,Erick,4,293,True,3,,1.0,2.0,,,,,,,,,,,,,,,,,,0.6
98219,Alemão,5,285,True,3,1.0,,3.0,,,,,,,,,,,,,,,,,,-1.9
98225,Pedro Raul,5,267,True,3,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,1.3
98484,Kanu,3,265,True,3,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,5.9
98605,Di Placido,2,263,True,3,,3.0,,,,,,,,,,,,,,,,,,,3.6
98619,Kuscevic,3,294,True,3,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,0.9
98723,Carabajal,4,267,True,3,,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,1.6
98976,Gabriel,4,276,True,3,,1.0,,,,,,,,,,,,,,,,,,,1.2
99213,Puma Rodríguez,2,267,True,3,,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,4.8
99214,Rodrigo Fernández,4,277,True,3,1.0,2.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,2.2
99267,Pochettino,4,356,True,3,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,2.9
99412,Morelli,4,290,True,3,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,0.4
99815,Arias,4,266,True,3,,,,,,4.0,1.0,,,,,,,,,,,,,,1.9
99818,Paulinho,5,282,True,3,,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,6.1
100079,Zaracho,4,282,True,4,,2.0,1.0,,,3.0,,,,,,,,,,,,,,,3.6
100084,Igor Gomes,4,282,True,4,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,2.0
100652,Yuri Alberto,5,264,True,4,,,,,,,,,,1.0,,,,,,,,,,,8.0
100969,Ronald Lopes,4,1371,True,4,1.0,2.0,1.0,1.0,,3.0,,,,1.0,,,,,,,,,,,11.4
101002,Júnior Santos,5,263,True,4,,1.0,3.0,2.0,,1.0,,,,,,,,,,,,,,,2.4
101027,Diego,4,290,True,4,1.0,3.0,,1.0,,7.0,,,,,,,,,,,,,,,6.9
101201,Vitor Jacaré,5,265,True,4,1.0,2.0,4.0,2.0,,2.0,,,,,,,,,,,,,,,2.8
101254,Alef Manga,5,294,True,4,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,6.0
101314,Ademir,5,265,True,4,,,,,,3.0,,,,,,,,,,,,,,,1.5
101319,Guga,2,266,True,4,,,,,,1.0,,,,,,,,,,,,,,,0.5
101579,Robson Bambu,3,267,True,4,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,3.1
101594,Hugo Moura,4,293,True,4,,,,,,,,,,,,,,,,,,,,,0.0
101960,Vitinho,5,280,True,4,1.0,,,,,1.0,,,,,,,,,,,,,,,-0.5
101995,Brítez,3,356,True,4,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,4.1
102130,Piquerez,2,275,True,4,1.0,1.0,2.0,,,1.0,,1.0,2.0,,,,,,,,,,,,15.1
102253,Lucas Halter,3,290,True,4,,,1.0,,,,,,,,,,,,,,,1.0,,,-3.3
102299,Mikael,5,327,True,4,,,,1.0,,,1.0,,,,,,,,,,,,,,0.7
102318,Caio Paulista,2,276,True,4,,2.0,,,,3.0,,1.0,,,,,,,,,,,,,8.9
102598,Helinho,5,280,True,4,,,,,2.0,,,,,,,,,,,,,,,,2.4
102878,Terans,4,293,True,4,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,3.9
102909,Luan,4,276,True,4,,1.0,1.0,,,,,,,,,,,,,,,,,,0.9
102911,Zé Ricardo,4,290,True,4,,1.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,4.2
102928,Canobbio,5,293,True,4,,,,,,,,,,,,,,,,,,,,,0.0
103076,Mateus Gonçalves,5,327,True,4,1.0,,,,,1.0,,,,,,,,,,,,,,,-0.5
103347,Matheus Alexandre,2,1371,True,4,,4.0,2.0,,,,,,,,,,,,,,,,,,4.2
103388,Emmanuel Martínez,4,327,True,4,,,,,,,,,,,,,,,,,,,,,0.0
103576,Rafael Bilu,5,283,True,4,,,,1.0,,,,,,,,,,,,,,,,,0.8
103645,Marcos Paulo,5,276,True,4,,3.0,3.0,,,,,,,,,,,,,,,,,,2.7
103695,Jadsom Silva,4,280,True,4,,4.0,2.0,,1.0,,,,,,,,,,,,,,1.0,,4.4
103767,Gabriel Menino,4,275,True,4,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,1.1
104385,Igor Gomes,3,285,True,4,,2.0,,,,1.0,,,,,,,,,,,,,1.0,,1.9
104502,Christian,4,293,True,4,,3.0,1.0,,,2.0,,,,,,,,,,,,,,,4.3
104521,Vinícius Zanocelo,4,356,True,4,,,,,,,,,,,,,,,,,,,,,0.0
104640,Matheus Bianqui,4,294,True,4,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,0.1
104666,Moisés,5,356,True,4,,,,,,,,,,,,,,,,,,,,,0.0
104754,Juan Vojvoda,6,356,True,4,,,,,,,,,,,,,,,,,,,,,4.23
104783,Acevedo,4,265,True,4,,,2.0,,,1.0,,,,,,,,,,,,,,,-0.1
105049,Luis Henrique,5,263,True,4,,,,,,,,,,,,,,,,,,,,,0.0
105175,Khellven,2,293,True,4,,3.0,2.0,,,,,,,,,,,,,,,,,,3.0
105208,Bento,1,293,True,4,,,,,,,,,,,4.0,1.0,,,,,,,,,3.0
105531,Matheus Bidu,2,264,True,4,,1.0,,,,,,,,,,,,,,,,,,,1.2
105584,Lucas Piton,2,267,True,4,,1.0,1.0,,,,,,,,,,,,,,,,,,0.9
105585,Roni,4,264,True,4,,1.0,,1.0,,,,,,,,,,,,,,,,,2.0
105647,Maurício,4,285,True,4,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,1.1
105811,Wesley,5,283,True,4,,1.0,5.0,,,,,,,2.0,,,,,,,,,,,15.7
105845,Matheus Araújo,4,264,True,4,,,,,1.0,2.0,,,,,,,,,,,,,,,2.2
106160,Lucão,1,280,True,4,,,,,,,,,,,,3.0,,,,,,,,,-3.0
106199,Gabriel Pec,5,267,True,4,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,2.2
106201,Figueiredo,4,267,True,4,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.2
106202,Bruno Gomes,4,294,True,4,,1.0,2.0,1.0,,4.0,,,,,,,,,,,,,,,3.4
106323,Caio Alexandre,4,356,True,4,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,9.7
106434,Eduardo Santos,3,280,True,4,,,2.0,,1.0,,,,,,,,,,,,,,,,0.6
106822,Rodrigo Nestor,4,276,True,4,,2.0,3.0,,1.0,,1.0,,,,,,,,,,,,,,2.6
107110,Natan,3,280,True,4,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,0.1
107111,Richard Ríos,4,275,True,4,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,3.1
107173,Michel Araújo,4,276,True,4,,,,,,,,,,,,,,,,,,,,,0.0
107197,Rômulo,5,293,True,4,,,1.0,,,1.0,,,,,,,,,,,,,,,0.2
107225,Gustavo Garcia,2,275,True,4,,,,,,,,1.0,,,,,,,,,,,,,5.0
107375,Dodô,4,290,True,4,,,,,,,,,,,,,,,,,,,,,0.0
107498,André,4,266,True,4,1.0,2.0,,,,,,,,,,,,,,,,,,,1.4
107554,Natanael,2,294,True,4,,1.0,3.0,,1.0,2.0,1.0,,,,,,,,,,,,,,2.4
107676,Nathan,2,277,True,4,,1.0,1.0,,,,,,,,,,,,,,,,,,0.9
107796,Diego Rosa,4,265,True,4,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,2.1
107950,Fausto Vera,4,264,True,4,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.7
108133,Isidro Pitta,5,1371,True,4,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,0.6
108528,Galarza,4,267,True,4,,,,,,,,,,,,,,,,,,,,,0.0
108946,Victor Sá,5,263,True,4,,3.0,1.0,2.0,3.0,2.0,,,,1.0,,,,,,,,,,,17.5
109114,Matheus Nascimento,5,263,True,4,,,1.0,,,2.0,,,,1.0,,,,,,,,,,,8.7
109404,Thiago Andrade,5,293,True,4,,,,2.0,,2.0,,,,,,,,,,,,,,,2.6
109461,Calebe,4,356,True,4,,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,,,,,,5.7
109497,Marcos Leonardo,5,277,True,4,,,1.0,2.0,1.0,4.0,2.0,,1.0,,,,,,,,,,,,9.3
109563,Joaquim,3,277,True,4,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,2.2
109591,Andrey Santos,4,267,True,4,,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,3.1
109668,Hugo,2,263,True,4,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,7.6
110055,Matías Segovia,4,263,True,4,,1.0,,,,1.0,,,,,,,,,,,,,,,1.7
110415,Ângelo,5,277,True,4,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,10.1
110506,Abel Ferreira,6,275,True,4,,,,,,,,,,,,,1.0,,,,,,,,9.68
110715,Andrés Hurtado,2,280,True,4,,1.0,1.0,,,,,,,,,,,,,,,,,,0.9
110727,Rubens,2,282,True,4,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,2.1
110759,John Kennedy,5,266,True,4,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,1.6
110760,Biel,5,265,True,4,1.0,2.0,4.0,,1.0,4.0,,,,1.0,,,,,,,,,,,11.4
110818,Renato Paiva,6,265,True,4,,,,,,,,,,,,,1.0,,,,,,,,6.44
111309,Gustavo Martins,3,284,True,4,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,-0.7
111682,Adson,4,264,True,4,,3.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,5.3
111690,Matheus Cunha,1,262,True,4,,,,,,,,,,,,,,,,,,,,,0.0
111760,Fabinho,4,275,True,4,,1.0,,,,,,,,,,,,,,,,,,,1.2
111766,Rodrigo,4,267,True,4,,2.0,,,,,,,,,,,,,,,,,,,2.4
111769,Marlon Gomes,4,267,True,4,,,1.0,,,,,,,,,,,,,,,,,,-0.3
111771,Arthur Sales,5,265,True,4,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,3.1
111819,Thomas Luciano,2,284,True,4,,2.0,,,,2.0,1.0,,,,,,,,,,,,,,3.3
111879,Mateusinho,2,1371,True,4,1.0,3.0,1.0,,,2.0,,,,,,,,,,,,,,,3.3
111891,Guilherme Biro,4,264,True,4,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,2.9
111949,Quagliata,5,1371,True,4,,,1.0,,,,,,,,,,,,,,,,,,-0.3
111996,Julián Palacios,4,290,True,4,,3.0,1.0,,,5.0,,,,,,,,,,,,,,,5.8
112136,Lucas Beraldo,3,276,True,4,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,7.9
112140,Bitello,4,284,True,4,,1.0,1.0,1.0,,6.0,,,,,,,,,,,,,,,4.7
112370,Emerson Ramon,5,1371,True,4,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.4
112616,Gabriel Grando,1,284,True,4,,,,,,1.0,,,,,6.0,3.0,,,,,,,,,3.5
113359,Pablo Maia,4,276,True,4,,2.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,10.6
113558,Bruninho,4,280,True,4,,1.0,,,,,,,1.0,,,,,,,,,,,,6.2
114374,Lucas Pires,2,277,True,4,,3.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,4.7
114802,Vitor Roque,5,293,True,4,,3.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,11.8
115100,Matheus França,4,262,True,4,,1.0,,,,2.0,,,,,,,,,,,,,,,2.2
115239,Wesley,2,262,True,4,,3.0,4.0,,,1.0,,,,,,,,,,,,,,,2.9
115248,Jhon Jhon,4,275,True,4,,,2.0,,,,,,,,,,,,,,,,,,-0.6
115404,Rwan,5,267,True,4,,1.0,,1.0,,3.0,,,,,,,,,,,,,,,3.5
115671,Mila,4,284,True,4,,2.0,1.0,,,,,,,,,,,,,,,,,,2.1
115915,Lelê,5,266,True,4,,,,,,,,,,,,,,,,,,,,,0.0
115959,Endrick,5,275,True,4,1.0,,4.0,,,,,,,1.0,,,,,,,,,,,5.8
116034,Victor Hugo,4,262,True,4,,1.0,,,,,,,,,,,,,,,,,,,1.2
116447,Hércules,4,356,True,4,,2.0,,1.0,,,,,,,,,,,,,,,,,3.2
116461,Jamerson,2,294,True,4,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,1.7
116672,Daniel Ruiz,4,277,True,4,,1.0,,,,,,,,,,,,,,,,,,,1.2
117314,Thiago Borbas,5,280,True,4,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,9.7
117711,Pedro Caixinha,6,280,True,4,,,,,,,,,,,,,,,,,,,,,5.47
118708,Eguinaldo,5,267,True,4,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,-0.8
118747,Ed Carlos,4,277,True,4,,,,1.0,,,,,,,,,,,,,,,,,0.8
118774,Alexsander,2,266,True,4,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,1.9
118844,Kaio César,5,294,True,4,,,1.0,,1.0,7.0,,,,,,,,,,,,,,,4.4
121593,Ivo Vieira,6,1371,True,4,,,,,,,,,,,,,1.0,,,,,,,,4.779999999999999
121792,André,5,284,True,4,,,,,,,,,,,,,,,,,,,,,0.0
121821,Murillo,3,264,True,4,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,1.1
122420,Lucca,5,285,True,4,1.0,,1.0,,,,,,,,,,,,,,,,,,-1.3
123022,Pedro,5,264,True,4,,,,,1.0,,2.0,,,,,,,,,,,,,,1.0
123153,Zinho,5,284,True,4,,,,,,1.0,,,1.0,,,,,,,,,,,,5.5
123360,Cauly,4,265,True,4,,,,1.0,,2.0,,,2.0,,,,,,,,,,,,11.8
123907,Pepa,6,283,True,4,,,,,,,,,,,,,1.0,,,,,,,,5.25
124239,Henry Mosquera,5,280,True,4,,,3.0,1.0,,,,,,,,,,,,,,,,,-0.1
124251,Deivid Washington,5,277,True,4,,,,,,,,,,,,,,,,,,,,,0.0
37281,Mano Menezes,6,285,True,4,,,,,,,,,,,,,,,,,,,,,4.05
37656,Fábio,1,266,True,4,,,,,,,,,,,,1.0,,,,,,,,,-1.0
38144,Rafinha,2,276,True,4,1.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,5.8
38229,Fábio Santos,2,264,True,4,,2.0,2.0,,,,,,,,,,,,,,,,,,1.8
38394,Thiago Heleno,3,293,True,4,,,,,,,,,,,,,,,,,,,,,0.0
38402,Marcelo,2,266,True,4,,1.0,,2.0,1.0,5.0,,,,,,,,,,,,,,,6.5
38545,Felipe Melo,4,266,True,4,1.0,,2.0,,,,,,,,,,,,,,,,,,-1.6
38877,Mariano,2,282,True,4,,2.0,1.0,,,,,,,,,,,,,,,,,,2.1
39148,Hulk,5,282,True,4,,,,1.0,,2.0,,,,,,,,,,,,,,,1.8
39850,Vagner Mancini,6,327,True,4,,,,,,,,,,,,,,,,,,,,,2.81
40990,Dorival Júnior,6,276,True,4,,,,,,,,,,,,,1.0,,,,,,,,7.15
41327,Vanderlei Luxemburgo,6,264,True,4,,,,,,,,,,,,,,,,,,,,,4.04
41929,Renato Gaúcho,6,284,True,4,,,,,,,,,,,,,,,,,,,,,5.15
42234,Cássio,1,264,True,4,,,,,,,,,,,,1.0,,,,,,,,,-1.0
42500,Fagner,2,264,True,4,,2.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,6.4
50353,Titi,3,356,True,4,,3.0,1.0,,,,,,,,,,,,,,,,,,3.3
50456,Emerson Ávila,6,290,True,4,,,,,,,,,,,,,,,,,,,,,3.43
50856,Henrique,3,294,True,4,1.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,2.5
51042,Apodi,2,290,True,4,,1.0,,,,,,,,,,,,,,,,,,,1.2
51413,Walter,1,1371,True,4,,,,,,,,,,,3.0,1.0,,,,,,,,,2.0
51772,Everton Ribeiro,4,262,True,4,,3.0,,,,3.0,,,,,,,,,,,,,,,5.1
60793,Alex Teixeira,4,267,True,4,,1.0,4.0,,,,1.0,,1.0,,,,,,,,,,,,4.9
60825,Felipe Azevedo,5,327,True,4,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.6
61188,Gilberto,5,283,True,4,,1.0,1.0,3.0,,2.0,,,,,,,,,,,,,,,4.3
62977,Ganso,4,266,True,4,,1.0,,,2.0,3.0,,,,,,,,,,,,,,,5.1
63058,Willian Farias,4,294,True,4,1.0,2.0,1.0,,,3.0,,,,,,,,,,,,,,,2.6
63289,Edenílson,4,282,True,4,,,,,1.0,,,,,,,,,,,,,,,,1.2
63354,Rodrigo Moledo,3,285,True,4,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,-0.8
68685,Alan Patrick,4,285,True,4,,,,,,3.0,,,,,,,,,,,,,,,1.5
68708,Eduardo,4,263,True,4,,1.0,,,,,,,,,,,,,,,,,,,1.2
68770,Camacho,4,277,True,4,,4.0,1.0,,,1.0,,,,,,,,,,,,,,,5.0
68895,Wellington Silva,5,1371,True,4,,,,,,,,,,,,,,,,,,,,,0.0
68917,Vinicius,5,290,True,4,,,,,1.0,2.0,,,,,,,,,,,,,,,2.2
68920,Dudu,5,275,True,4,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,10.2
68923,Gil,3,264,True,4,,1.0,1.0,,,,,,,,,,,,,,,,,,0.9
68928,Rafael,1,276,True,4,,,,,,,,1.0,,,3.0,,,,,,,,,,8.0
68940,Rafael Cabral,1,283,True,4,,,,,,,,,,,2.0,1.0,,,,,,,,,1.0
68942,Luciano Castán,3,283,True,4,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,1.6
68952,Marinho,5,262,True,4,,,,,,,,,,,,,,,,,,,,,0.0
68991,Lucas Sasha,4,356,True,4,,5.0,,1.0,,2.0,,,,,,,,,,,,,,,7.8
69012,Santos,1,262,True,4,,,,,,,,,,,3.0,2.0,,,,,,,,,1.0
69029,Antônio Carlos Zago,6,294,True,4,,,,,,,,,,,,,,,,,,,,,3.05
69034,Paulinho,4,264,True,4,,1.0,,,,,,,,,,,,,,,,,,,1.2
69102,Vargas,5,282,True,4,,1.0,,,,,,,,,,,,,,,,,,,1.2
69138,Pablo,5,293,True,4,,2.0,,,,,,,,,,,,,,,,,,,2.4
69189,Sidimar,3,290,True,4,,1.0,,,,2.0,,,,,,,,,,,,,,1.0,-0.8
69318,Luis Suárez,5,284,True,4,,3.0,,1.0,,2.0,1.0,,,1.0,,,,,,,,,,,13.3
70221,Bruno Uvini,3,284,True,4,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,1.6
70360,Eduardo Sasha,5,280,True,4,,,,,,,1.0,,,1.0,,,,,,,,,,,7.9
70449,Gabriel,1,294,True,4,,,,,,,,,,,3.0,3.0,,,,,,,,,0.0
70666,Marllon,3,1371,True,4,,,1.0,,,,,,,,,,,,,,,,,,-0.3
70800,Jorge Sampaoli,6,262,True,4,,,,,,,,,,,,,,,,,,,,,3.68
70916,Diogo Barbosa,2,284,True,4,,,,,,1.0,,,,,,,,,,,,,,,0.5
71162,Vina,4,284,True,4,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,-0.8
